saleyear,salemonth,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community,lotsize,numfireplaces
2013,6,361593.5984856633,2252,3,2,1.2,1931,Hale,Nokomis,7247,1
2012,7,646843.9739271185,3094,4,3,1.5,1939,Cedar - Isles - Dean,Calhoun-Isles,6400,2
2013,2,204654.7246680433,2467,4,2,2,1900,Columbia Park,Northeast,5120,0
2005,8,372405.14023457427,2674,3,1,1,1955,Armatage,Southwest,8260,2
2011,1,442942.48757838394,2882,4,3,1.7,1951,Armatage,Southwest,6500,2
2014,9,262734.53008080786,2305,4,2,1.2,1948,Diamond Lake,Nokomis,6410,1
2015,11,246323.48781809703,1980,3,2,1.2,1951,Audubon Park,Northeast,5000,0
2014,7,170436.66894037003,1560,2,1,1.2,1923,Diamond Lake,Nokomis,5280,0
2010,7,390992.4863858827,2554,3,2,2,1908,CARAG,Calhoun-Isles,5897,1
2014,3,485984.2798312065,1928,3,2,2,1929,Lynnhurst,Southwest,4644,1
2006,7,254011.91522917693,1892,2,2,1.5,1910,Audubon Park,Northeast,5250,0
2014,5,130588.98015347082,2080,4,1,1,1970,Harrison,Near North,6174,0
2010,8,172140.58176511887,1720,3,1,1.2,1921,Minnehaha,Nokomis,5120,0
2009,10,200058.34399493787,2080,3,1,1,1957,Columbia Park,Northeast,5120,0
2009,5,305967.9619945358,2296,3,2,1.7,1900,Prospect Park - East River Road,University,6400,0
2005,9,378695.21126760566,2195,4,2,1.5,1918,Como,University,5000,1
2007,11,177317.13101302448,1872,3,1,1.2,1952,Shingle Creek,Camden,5443,0
2007,5,251894.50315590916,2058,3,1,1,1940,Waite Park,Northeast,6600,2
2014,1,392837.30576995004,1784,3,1,1.7,1910,Linden Hills,Southwest,5670,0
2007,6,329691.84593261726,1668,2,2,1.7,1927,Northrop,Nokomis,7374,1
2009,6,600176.9169886867,4536,4,3,2.5,1908,Powderhorn Park,Powderhorn,9762,1
2014,11,221940.3754699704,2480,3,1,1.2,1950,Ericsson,Nokomis,5040,0
2010,6,166185.6638382313,2070,5,3,2,1994,Central,Powderhorn,4524,0
2011,7,200178.35355708865,2620,5,1,1.2,1914,Powderhorn Park,Powderhorn,5359,1
2014,10,143120.93332771765,2340,5,2,1.2,1924,Willard - Hay,Near North,5632,1
2006,3,251110.505758638,2044,2,2,1.2,1928,Willard - Hay,Near North,5625,0
2007,1,291361.6382467299,1979,3,2,1.2,1948,Diamond Lake,Nokomis,5940,0
2006,3,276286.10916374566,1536,3,1,1,1922,Keewaydin,Nokomis,4620,0
2005,11,222553.78091872795,1740,3,1,1.2,1951,Lind - Bohanon,Camden,6380,0
2008,10,166223.08163782576,1350,2,1,1,1926,Waite Park,Northeast,4875,0
2006,9,330543.58974358975,2898,3,3,2.5,1900,Near - North,Near North,7238,0
2013,11,418509.6967108074,2844,3,2,1.5,1941,Bryn - Mawr,Calhoun-Isles,5160,3
2013,6,290605.8981694595,1632,3,2,2,1932,Minnehaha,Nokomis,5043,0
2011,3,277421.5184311756,2428,4,2,1.5,1926,Como,University,6600,1
2007,5,223587.54661314117,2576,3,2,1.5,1921,Bottineau,Northeast,7379,0
2010,8,519083.713054611,3176,4,3,1.2,1927,Fulton,Southwest,10240,1
2009,11,1572575.1954113997,5911,5,6,1.5,1950,Lowry Hill,Calhoun-Isles,10125,2
2006,2,370444.21263791376,1948,2,1,2,1917,Tangletown,Southwest,5625,1
2005,7,343809.4284248332,2700,3,2,1.5,1960,Howe,Longfellow,7680,0
2007,4,242918.33087263966,1798,3,1,1.7,1923,Columbia Park,Northeast,3840,0
2010,6,201796.8775178523,2452,3,2,1.5,1907,King Field,Southwest,6253,0
2007,10,326609.11133419385,2344,4,1,1.2,1927,Linden Hills,Southwest,5376,1
2006,4,224937.63029397113,1718,2,1,1,1917,Bancroft,Powderhorn,5321,0
2007,1,225586.65336197446,1690,3,1,1.2,1909,Holland,Northeast,6820,0
2009,9,120634.22294902739,1114,1,1,1,1900,Morris Park,Nokomis,5120,0
2005,2,239197.42203742205,1640,1,1,1.2,1925,Howe,Longfellow,5040,0
2012,10,229287.69890950533,2024,2,2,1.2,1916,Keewaydin,Nokomis,7980,0
2005,7,472258.4299640841,3046,5,2,2.5,1906,Lowry Hill East,Calhoun-Isles,5118,1
2015,12,194890.74490770145,1728,2,2,1.2,1921,Standish,Powderhorn,4920,0
2005,10,192947.14213962835,1376,2,1,1.5,1912,Howe,Longfellow,3623,0
2007,4,162780.32481156266,1008,2,1,1.7,1908,Midtown Phillips,Phillips,5908,0
2006,9,405551.55818540434,3060,4,4,2,1926,Ericsson,Nokomis,5040,1
2013,9,110285.93155893536,1188,1,1,1,1925,Ericsson,Nokomis,4880,0
2007,5,236805.77301637203,1388,2,1,1.5,1910,Bancroft,Powderhorn,4207,0
2012,10,169183.15647691657,1632,3,2,1,1922,Howe,Longfellow,5292,0
2005,5,189772.3140495868,917,3,1,1,1950,Lind - Bohanon,Camden,5980,0
2015,5,462340.66522926063,3024,3,2,2,1932,Windom,Southwest,11340,2
2011,5,114687.3304093307,1701,3,1,1.5,1912,Powderhorn Park,Powderhorn,3070,0
2007,4,347473.3856554511,2508,3,3,2,2003,Howe,Longfellow,5080,0
2015,6,168152.92627610377,2768,3,1,1,1979,Lind - Bohanon,Camden,8137,0
2015,9,244039.25590952346,2042,3,1,1.7,1908,Bancroft,Powderhorn,5349,0
2012,11,128215.73282479061,2274,4,2,1,1997,Cleveland,Camden,5487,0
2007,2,306142.80258145387,2289,3,1,2,1920,Bryant,Powderhorn,5031,1
2013,11,424016.4032464759,2466,4,2,2,1916,East Harriet,Southwest,3300,1
2015,1,199452.3397530107,1817,3,2,1,1916,Longfellow,Longfellow,5120,0
2010,6,240375.6923374417,2345,4,2,1.5,1940,Waite Park,Northeast,5000,0
2015,12,620267.1085670064,2942,3,3,2,1920,Tangletown,Southwest,8200,2
2005,9,274294.6478873239,1920,3,2,1,1959,Standish,Powderhorn,4600,0
2015,1,314115.468994279,2116,2,1,1.7,1901,East Harriet,Southwest,5628,0
2005,8,769133.299337073,2768,4,3,2.2,1907,Linden Hills,Southwest,5670,0
2010,12,174243.33248666496,2577,3,2,2.5,1901,Central,Powderhorn,5847,0
2009,7,144085.39254678055,1998,3,1,1.2,1924,Webber - Camden,Camden,4463,0
2014,8,200865.15623683992,2600,4,2,1,1979,Near - North,Near North,14400,1
2011,9,144274.12189923078,1376,2,1,1.5,1909,Powderhorn Park,Powderhorn,3695,0
2008,2,181833.39837413665,810,2,1,1.5,1900,Longfellow,Longfellow,6816,0
2015,6,269044.68204176606,1744,3,1,2,1925,Ericsson,Nokomis,5120,1
2008,5,251464.8972157169,1752,3,1,1.2,1922,Howe,Longfellow,5080,0
2012,7,654175.2482610788,3800,4,3,1.7,1948,Hiawatha,Longfellow,15240,2
2006,6,383286.42220019817,2540,2,2,1,1953,Seward,Longfellow,8750,2
2014,8,141148.48816642805,1156,2,1,1.5,1907,Bryant,Powderhorn,5016,0
2006,12,330055.3421959626,2240,6,2,1,1989,Beltrami,Northeast,7908,0
2005,10,210752.6670015068,1545,3,2,1.5,1907,Holland,Northeast,2760,0
2010,7,133766.82337262473,1964,3,1,1.2,1916,Willard - Hay,Near North,5160,0
2009,8,137621.01696488666,1964,3,2,1,1958,Shingle Creek,Camden,4996,0
2005,6,936791.5911202892,2150,5,3,2.2,1909,Linden Hills,Southwest,10270,0
2006,9,245106.9710453649,1634,2,1,1,1923,Longfellow,Longfellow,5922,1
2015,9,841327.5059158393,4210,5,4,2,1951,Fulton,Southwest,6150,2
2005,3,240199.57327809426,2366,4,2,2,1914,Willard - Hay,Near North,5120,0
2005,10,271809.4304369664,1694,2,1,1.2,1932,Windom,Southwest,5120,1
2006,6,274688.6025768087,1852,3,1,1.5,1910,Corcoran,Powderhorn,4250,0
2006,10,293707.37989103515,1857,2,2,1.2,1946,Northrop,Nokomis,5443,1
2014,4,191894.98790534027,1844,2,2,1.2,1919,Standish,Powderhorn,4880,1
2007,7,248381.76712282575,2036,3,2,2,1919,Audubon Park,Northeast,5950,0
2013,12,169873.2595145685,3136,4,2,1,1957,Lind - Bohanon,Camden,7447,2
2013,7,171587.46243022758,1924,3,2,1.7,1900,Marshall Terrace,Northeast,7380,0
2007,4,272970.0831455436,1998,3,2,1.2,1926,Ericsson,Nokomis,5080,0
2014,9,194336.69786968845,2060,5,2,1.2,1926,Victory,Camden,6407,0
2007,6,2295401.7197950142,5409,4,4,2.2,1900,Linden Hills,Southwest,13575,1
2009,3,219610.5508364903,2826,4,2,2.2,1910,Northeast Park,Northeast,5125,0
2005,3,303086.7322630761,1716,2,1,2,1922,Bancroft,Powderhorn,4985,1
2006,4,167001.09616342804,924,1,1,1,1915,Victory,Camden,5151,0
2005,9,195832.11267605633,1125,3,1,1.7,1907,Corcoran,Powderhorn,11542,0
2014,9,199765.09725152332,2432,3,2,1,1967,Diamond Lake,Nokomis,6422,0
2015,3,236544.8011662203,2408,4,1,1.2,1947,Keewaydin,Nokomis,5080,1
2009,5,332836.9839734863,1850,3,1,1.7,1929,Hale,Nokomis,5118,2
2013,7,510334.3237440962,3006,4,3,1.5,1941,Hale,Nokomis,9893,1
2005,4,326106.76303562213,1808,3,1,1,1953,Fulton,Southwest,5376,1
2005,2,284758.8357588358,1556,3,1,1.2,1951,Kenny,Southwest,4992,0
2007,12,340196.7225519639,2342,3,2,1.5,1923,Bancroft,Powderhorn,4967,0
2014,8,183927.33765686853,1310,2,1,1.7,1900,Standish,Powderhorn,5106,0
2014,1,180803.78089830338,2336,3,1,1,1960,Waite Park,Northeast,6203,2
2015,3,278609.35010340036,2532,4,1,2.2,1904,King Field,Southwest,4370,0
2006,4,317944.39461883414,2080,3,3,1.5,1952,Kenny,Southwest,5120,1
2015,7,242460.75098515337,1424,2,2,1,1947,Armatage,Southwest,7920,1
2010,4,183818.6225581064,2444,2,1,1.2,1924,Standish,Powderhorn,5000,0
2014,6,176062.52133995979,1768,2,1,1,1926,Audubon Park,Northeast,5040,0
2005,4,319451.5229736706,1884,2,2,1,1941,Windom Park,Northeast,6588,1
2011,12,192894.55732914363,2330,3,2,1.5,1920,Standish,Powderhorn,4880,0
2014,5,243766.09628647886,2040,3,1,1.2,1946,Keewaydin,Nokomis,5160,0
2013,5,1056231.9690546934,4070,5,4,1.5,1965,Lynnhurst,Southwest,13500,3
2009,11,300866.27323531307,2778,4,2,1.5,1925,Bancroft,Powderhorn,4847,0
2008,12,286609.33405235625,2786,5,3,2,1949,Armatage,Southwest,5120,0
2014,7,224715.86287042417,1587,3,2,1.7,1900,Corcoran,Powderhorn,3100,0
2007,6,288511.46819537337,1752,3,1,1.2,1948,Armatage,Southwest,6300,0
2012,4,233427.20136831497,2540,4,2,1.5,1931,Standish,Powderhorn,6880,1
2015,4,566461.447282641,2686,2,2,2.2,1903,ECCO,Calhoun-Isles,5450,2
2009,7,414245.50357199414,3010,4,2,1.5,1951,Diamond Lake,Nokomis,6400,2
2007,8,291634.4802014764,1830,3,1,1.2,1945,Keewaydin,Nokomis,5160,0
2006,12,174794.77033973415,2285,3,1,1.2,1900,McKinley,Camden,8200,0
2008,6,218150.28763513794,1632,2,1,1.2,1939,Northrop,Nokomis,5361,0
2011,6,181205.98204674252,2016,3,1,1.2,1927,Waite Park,Northeast,6250,1
2006,9,203411.43984220907,2208,4,2,1.7,1906,Bryant,Powderhorn,5051,0
2006,10,255270.0227835562,1856,2,2,1.5,1909,Longfellow,Longfellow,6816,0
2015,6,227820.09366439868,1861,2,1,1.2,1924,Howe,Longfellow,5120,0
2015,5,275772.6085543943,2170,3,2,1.2,1929,Hale,Nokomis,4922,1
2011,9,263402.6752340057,1758,2,1,1,1948,Kenny,Southwest,5080,1
2010,4,201014.55821676797,1328,1,1,1.2,1922,Cooper,Longfellow,4992,0
2007,8,330866.70486885257,2468,3,2,1.5,1925,Windom Park,Northeast,6300,0
2006,9,214853.3333333333,2528,1,3,1,1905,Audubon Park,Northeast,5019,1
2005,9,252895.77464788733,2221,3,1,1.7,1918,Corcoran,Powderhorn,8550,0
2005,9,298287.323943662,2990,6,3,2,1923,Powderhorn Park,Powderhorn,5455,0
2013,2,788623.5334017352,4558,5,3,2.5,1910,Kenwood,Calhoun-Isles,7400,2
2006,9,122555.39250493096,710,2,1,1,1925,Lind - Bohanon,Camden,8421,0
2006,5,256158.96671634374,2049,3,1,2,1923,Willard - Hay,Near North,5676,1
2015,10,135563.8468365772,1702,2,1,1.2,1908,Central,Powderhorn,4880,0
2014,2,239712.05746623818,2584,5,2,1.5,1924,Field,Nokomis,5117,1
2007,6,360670.43824854994,2624,4,2,1.2,1924,Northrop,Nokomis,4920,1
2010,8,783801.618002689,4068,4,5,2.5,1900,Lowry Hill,Calhoun-Isles,6750,2
2005,8,243098.71290158085,1708,3,2,2,1938,Folwell,Camden,5054,0
2014,8,356801.6629327045,2702,4,1,2.2,1910,Linden Hills,Southwest,6030,0
2008,8,112000.00000000001,1882,3,3,1.7,1913,Near - North,Near North,5345,0
2014,6,354298.654054487,2602,4,2,1.2,1932,Lynnhurst,Southwest,5207,1
2015,5,276316.53874878166,2072,3,1,1.2,1951,Tangletown,Southwest,6345,0
2007,5,324095.9473773307,1990,4,2,2,1924,Cooper,Longfellow,6750,0
2015,8,151640.15073540225,1872,3,2,2,2005,Near - North,Near North,5850,0
2012,7,320320.2939761144,2280,3,2,2,1912,King Field,Southwest,4218,0
2009,11,148356.1505105094,1488,2,1,1,1920,Morris Park,Nokomis,5120,0
2009,3,194130.87366761573,2386,3,1,1.2,1934,Victory,Camden,4926,1
2014,8,147663.03377410932,2089,3,2,1.5,1908,Hiawatha,Longfellow,5134,0
2011,5,310802.6654092862,2622,3,2,1.2,1940,Diamond Lake,Nokomis,6000,1
2013,2,132820.80562555543,1590,2,1,1,1923,Bryant,Powderhorn,5544,0
2005,6,186346.7217346412,1144,1,1,1,1925,Northrop,Nokomis,5332,0
2009,6,241871.29754644074,1640,2,1,1.7,1915,Howe,Longfellow,5120,0
2006,5,312385.8599105812,1601,2,1,1,1920,Waite Park,Northeast,4998,0
2007,4,244170.487217344,1832,2,2,1.2,1924,Wenonah,Nokomis,5120,0
2015,10,168099.1700773557,3121,5,3,2,1901,Near - North,Near North,10238,0
2007,10,191035.51795018886,1920,3,1,1.2,1954,Shingle Creek,Camden,6344,0
2012,11,170025.21091983104,1984,3,1,1.2,1955,Field,Nokomis,5160,0
2014,9,190536.81830240405,2100,4,3,1.2,1949,Minnehaha,Nokomis,5120,0
2007,7,267010.3996570377,2242,3,1,1.2,1926,Victory,Camden,5969,0
2015,7,181967.4164195031,1812,2,1,1.5,1929,Wenonah,Nokomis,6321,0
2006,12,247541.50664697197,1872,4,1,1.2,1919,Webber - Camden,Camden,5073,0
2007,11,140508.54036825182,1344,2,1,1.5,1925,Lind - Bohanon,Camden,4965,0
2012,5,213056.25828002783,1895,3,2,1.2,1923,Cooper,Longfellow,5120,0
2013,6,191334.03600851816,3636,3,3,2,2014,Bryn - Mawr,Calhoun-Isles,6750,1
2015,6,231237.39506936466,2434,4,1,1.2,1922,Bryant,Powderhorn,5200,0
2007,7,404862.280410206,2160,3,2,1.7,1909,Lowry Hill East,Calhoun-Isles,5118,0
2006,3,272412.9394091137,2532,3,1,2.2,1915,Corcoran,Powderhorn,5179,0
2014,10,209577.69447837258,1622,3,2,1.5,1921,Standish,Powderhorn,5000,0
2011,8,200461.10762208875,2227,3,2,1.5,1935,Victory,Camden,5712,2
2006,9,210403.708086785,2064,3,2,1.5,1911,Folwell,Camden,5035,0
2015,6,379700.1561073311,3066,4,3,1.7,1932,Page,Nokomis,4760,1
2014,10,114018.95295455503,1497,3,1,2,1900,Audubon Park,Northeast,6275,0
2015,6,161643.78074283525,2426,3,1,1.5,1935,Cleveland,Camden,5040,1
2014,9,398444.5146266797,1960,3,2,2,1956,Kenny,Southwest,5080,1
2006,6,258846.09712586718,2028,2,2,1.2,1942,Shingle Creek,Camden,8862,1
2015,5,130543.2466529677,2959,3,1,1.2,1909,Jordan,Near North,4850,0
2015,9,189977.17875518952,1328,2,1,1.2,1923,Northrop,Nokomis,5043,0
2005,4,319318.41817243164,2150,3,1,2,1927,Powderhorn Park,Powderhorn,4358,1
2010,6,198235.7561498902,1940,3,1,1.5,1907,Powderhorn Park,Powderhorn,5133,0
2005,6,328103.33505420753,1788,3,2,1.7,1904,Lyndale,Powderhorn,5502,0
2008,7,276051.6491945794,1792,3,2,1.2,1920,Standish,Powderhorn,6880,1
2010,6,207613.3757521904,1680,2,1,1,1948,Waite Park,Northeast,5000,0
2012,8,173556.13002896687,1808,2,1,1,1900,St. Anthony East,Northeast,5160,0
2014,6,229207.31944813285,2020,3,2,1.2,1932,Standish,Powderhorn,5080,1
2015,8,384516.09650762717,2460,3,2,1.2,1939,Windom,Southwest,6532,1
2015,1,395390.1008319595,2105,4,2,1.2,1946,Kenny,Southwest,5600,1
2005,7,187845.0897896357,1440,3,1,1.7,1925,Lind - Bohanon,Camden,5072,0
2006,7,264304.5441103992,2060,4,2,1.2,1916,Standish,Powderhorn,5080,0
2015,5,342676.02246404026,2166,2,2,1.2,1942,Lynnhurst,Southwest,5160,1
2011,8,256448.82311836042,2338,3,3,1.2,1921,Longfellow,Longfellow,5922,0
2015,12,249408.10309512494,2540,3,2,1.2,1925,Audubon Park,Northeast,5040,0
2015,8,212079.5822427983,1956,4,1,2,1909,Central,Powderhorn,5240,0
2015,6,661763.1292156342,3178,4,4,2,1948,Armatage,Southwest,5842,1
2008,7,395536.69138327794,2117,3,3,1.7,1902,Bryn - Mawr,Calhoun-Isles,5120,1
2010,10,335470.76951172185,4482,4,3,2.5,1913,Lynnhurst,Southwest,5360,1
2015,8,139617.2530699525,1828,2,2,1,1927,Lind - Bohanon,Camden,4094,0
2005,9,242520.5633802817,2064,3,2,1.2,1951,Lind - Bohanon,Camden,6138,0
2006,3,342129.99499248876,2704,4,3,2.5,1910,Bancroft,Powderhorn,5347,0
2006,9,165017.5305719921,1440,2,1,1.2,1913,Webber - Camden,Camden,5076,0
2014,6,511885.47871062387,3960,4,2,2,1915,Tangletown,Southwest,12550,2
2015,4,556638.4164049072,3376,4,3,1,1978,Cooper,Longfellow,11100,2
2006,6,281076.7096134787,1690,4,2,1,1929,Como,University,5207,0
2013,10,172126.1442467764,4126,3,3,2,1900,Prospect Park - East River Road,University,14014,1
2012,7,186552.73459031453,2005,4,2,1.5,1948,Wenonah,Nokomis,5130,1
2005,8,225349.48291687918,2373,3,1,2,1912,Standish,Powderhorn,5080,0
2005,8,269525.3442121367,1824,3,1,1,1925,Waite Park,Northeast,5000,0
2010,4,227697.90665262213,1704,2,1,1.2,1922,Longfellow,Longfellow,4953,0
2014,7,227864.05611836733,1976,2,1,1,1917,Tangletown,Southwest,5796,0
2010,6,195861.67523791545,2328,3,2,2,2006,Corcoran,Powderhorn,5129,0
2014,6,331124.6963845366,1435,2,1,1.5,1910,Hawthorne,Near North,3558,0
2013,7,204797.93902962646,2070,3,1,1.2,1949,Bancroft,Powderhorn,6154,0
2012,11,111491.94158677444,1672,3,1,1.7,1900,Sheridan,Northeast,4250,0
2006,11,311430.9702970297,2734,3,2,1.7,2006,Jordan,Near North,5720,1
2014,6,271701.4218209256,2272,3,2,1.2,1953,Diamond Lake,Nokomis,7200,2
2009,9,228309.22491788698,1822,3,1,1.2,1952,Wenonah,Nokomis,5120,0
2005,9,282724.5070422535,2340,3,3,2,1995,Willard - Hay,Near North,8114,0
2005,4,372826.54827052145,1872,4,2,1,1955,Kenny,Southwest,6400,0
2015,4,272752.82403840456,2048,3,2,1.2,1949,Windom,Southwest,5120,0
2009,10,281034.3403738413,1818,2,1,1.2,1941,Hiawatha,Longfellow,5000,1
2005,6,212967.6819824471,1385,2,1,1.7,1913,Lind - Bohanon,Camden,5139,0
2005,6,399181.2989158493,2052,3,2,1.2,1941,Windom,Southwest,5120,1
2006,9,343256.80473372777,2214,3,2,1.5,1925,Ericsson,Nokomis,5080,0
2006,1,213451.88158554942,1732,3,2,1.5,1917,Hawthorne,Near North,4510,0
2014,8,195327.79247031081,2000,4,1,1.5,1927,Morris Park,Nokomis,8192,0
2005,3,272377.5038839979,1638,3,1,2,1900,Sheridan,Northeast,5400,0
2013,1,541624.1472036741,2805,4,4,2,1939,Page,Nokomis,7250,2
2009,9,214991.68446361317,1622,3,2,1.5,1915,Standish,Powderhorn,5080,0
2015,7,147306.95614912154,2283,4,2,1.5,1907,Webber - Camden,Camden,6400,0
2014,8,803352.0491872316,2799,5,3,1.7,1907,Linden Hills,Southwest,10845,0
2015,7,222043.57360713175,1392,2,2,1,1948,Columbia Park,Northeast,9535,0
2005,3,320310.6038322113,1940,3,2,1.2,1928,Victory,Camden,5124,1
2010,3,206991.79675458817,2454,4,3,1.2,1925,Cleveland,Camden,6340,1
2015,7,179210.8266886243,1520,2,1,1.2,1929,Marshall Terrace,Northeast,6298,0
2015,3,273037.1631013324,2048,3,2,1.2,1947,Wenonah,Nokomis,4960,1
2015,6,235414.0967865453,1981,3,1,1.5,1916,Windom,Southwest,4720,0
2015,7,246847.46548812353,1714,3,1,1.7,1914,Northrop,Nokomis,5374,0
2007,5,436450.87180479313,3160,4,2,2,1960,Kenny,Southwest,7738,2
2007,10,271147.18676800997,1728,2,2,1,1923,Armatage,Southwest,3973,0
2009,6,234068.9976255878,2143,4,2,1,1963,Northrop,Nokomis,4896,0
2005,10,343161.0246107484,2854,2,2,1.5,1932,Ericsson,Nokomis,5040,1
2013,3,382936.60292230995,2298,3,2,2,1926,Fulton,Southwest,5670,1
2012,6,141026.76305333356,1686,3,1,1.2,1950,Wenonah,Nokomis,6400,0
2012,9,195196.92487500815,2147,3,2,1.7,1920,Hiawatha,Longfellow,5560,0
2005,4,239588.642230253,2158,3,1,1.7,1905,Folwell,Camden,4982,0
2006,8,290842.6771344456,1985,2,1,1.7,1904,Longfellow,Longfellow,5922,1
2010,6,150754.13791039554,1808,2,2,2,1924,Webber - Camden,Camden,4744,0
2012,4,159742.95226169022,2000,2,2,1.2,1923,Howe,Longfellow,5207,0
2009,10,331048.92637257575,2020,3,1,1.2,1929,Keewaydin,Nokomis,5160,1
2007,4,259822.44152614812,1832,3,2,1,1962,Keewaydin,Nokomis,5120,0
2005,9,238500.1690140845,1393,2,1,2,1900,Corcoran,Powderhorn,6020,0
2005,5,257024.95867768597,1832,3,2,2,1925,McKinley,Camden,5030,1
2012,11,169467.75121189715,1460,3,2,1,1947,Morris Park,Nokomis,5120,0
2014,7,287679.727829287,1995,3,1,2,1941,Bryn - Mawr,Calhoun-Isles,5100,2
2009,5,372414.32715869724,2274,4,2,1,1952,Fulton,Southwest,8442,2
2009,9,149299.78087750915,1716,2,1,1.2,1925,Willard - Hay,Near North,5132,0
2006,3,284032.4486730095,1706,3,1,1.2,1949,Hiawatha,Longfellow,5120,0
2015,11,243723.76763004324,2144,3,2,2,2000,Whittier,Powderhorn,5143,0
2013,5,183339.63336538835,2360,4,2,1.2,1920,Central,Powderhorn,4640,1
2005,4,338086.1951471348,2400,3,2,1,1956,Kenny,Southwest,5248,2
2007,2,327036.2598297964,1920,3,1,1.7,1913,CARAG,Calhoun-Isles,5418,0
2015,1,664694.6917319498,4630,6,3,2.5,1917,Kenwood,Calhoun-Isles,6515,2
2006,2,233127.71915747243,1408,2,1,1.2,1911,Field,Nokomis,5334,0
2005,1,343137.369519833,2480,4,2,1.5,1937,Keewaydin,Nokomis,5120,1
2015,11,392666.0700706252,2342,3,3,2,1927,Lynnhurst,Southwest,7620,1
2008,11,273363.3774800261,3034,3,4,1,2003,Shingle Creek,Camden,6003,1
2015,5,203429.89270087468,1612,3,2,1,1922,Howe,Longfellow,6477,0
2012,7,327087.6241305394,1992,3,2,1.2,1946,Lynnhurst,Southwest,7747,1
2010,1,592731.5530052233,3601,4,3,2.5,1920,Tangletown,Southwest,10240,2
2014,9,233421.17341889953,2088,2,2,1,1941,Windom Park,Northeast,7000,1
2007,5,467625.93407656404,2354,4,3,1.7,1916,King Field,Southwest,5250,2
2015,3,437034.27467200055,3133,3,3,1.5,1941,Diamond Lake,Nokomis,6890,1
2005,7,198295.62647511545,2691,4,2,1.2,1920,Willard - Hay,Near North,4960,1
2005,1,287831.6993736952,2040,4,2,1.2,1947,Wenonah,Nokomis,4864,0
2013,1,2170057.7091579298,6149,4,5,2,1921,Lowry Hill,Calhoun-Isles,11600,1
2013,10,219571.17118659298,1840,3,2,2,1925,Standish,Powderhorn,5080,0
2005,8,479886.5884752678,2846,4,2,1.5,1936,Diamond Lake,Nokomis,6045,2
2015,4,196351.47276714278,1782,3,1,1.2,1948,Wenonah,Nokomis,5120,0
2006,7,213349.6776737309,1678,3,1,1.5,1924,Hiawatha,Longfellow,6000,0
2015,9,141017.34583028068,2352,4,2,2,1917,Webber - Camden,Camden,5071,1
2006,3,196886.1291937907,1531,2,1,1.7,1919,Cleveland,Camden,5051,0
2010,7,186610.0503205349,2008,3,2,1,1957,Waite Park,Northeast,5000,2
2014,8,235609.39947780682,1392,2,2,1,1927,Hale,Nokomis,4937,0
2011,6,280983.9595028602,2376,3,2,2,1930,Page,Nokomis,4760,1
2005,12,305848.76325088344,1892,4,2,1.7,1915,Willard - Hay,Near North,4075,0
2007,11,892700.0388931577,3097,3,2,2,1911,Lynnhurst,Southwest,10720,2
2007,5,235683.4707745883,2017,3,2,1.2,1959,Shingle Creek,Camden,7620,0
2014,11,366636.796732255,2298,3,2,1.7,1910,Linden Hills,Southwest,5670,0
2009,10,306041.6333732085,2628,4,2,1.5,1933,Howe,Longfellow,4960,1
2005,11,221252.296819788,1876,3,1,1.2,1915,Folwell,Camden,5025,0
2006,4,452477.9084404585,2674,3,2,1.2,1918,Bryn - Mawr,Calhoun-Isles,8450,0
2013,6,473621.0630471725,3063,3,2,1.2,1915,Linden Hills,Southwest,5670,1
2013,7,218082.12966938602,1888,3,2,1.2,1921,Audubon Park,Northeast,5040,1
2011,6,472511.8012864425,4341,5,4,2,1919,Seward,Longfellow,10200,2
2013,6,260657.962098561,1782,2,1,1.7,1908,Seward,Longfellow,5200,1
2011,9,213908.00407772386,2272,4,2,1.2,1947,Minnehaha,Nokomis,5120,0
2012,11,266465.74039239093,2246,3,2,1,1950,Diamond Lake,Nokomis,6082,2
2010,10,262491.1635126806,1703,2,2,1.2,1915,Field,Nokomis,4760,0
2014,4,179901.5511612565,1978,4,2,1.2,1924,Field,Nokomis,5334,0
2012,4,785215.3568919703,3244,4,4,2.5,1905,East Isles,Calhoun-Isles,7190,2
2005,5,310827.0743801653,1968,3,1,1.2,1951,Morris Park,Nokomis,7168,1
2015,12,322061.7679097918,1927,3,3,1.2,1937,Keewaydin,Nokomis,9610,1
2005,7,282958.2021549512,1992,3,1,1.2,1949,Wenonah,Nokomis,5150,0
2007,4,304900.06993550394,2756,4,2,2,1915,Holland,Northeast,6765,0
2007,8,331487.46791738697,2171,4,2,1,1999,Near - North,Near North,9515,1
2015,12,367605.8563010755,3476,3,3,2.5,1903,Audubon Park,Northeast,8142,0
2007,3,396868.7112739176,2841,3,3,2,1925,Linden Hills,Southwest,7830,1
2005,5,187774.71074380167,1360,1,1,1,1917,Howe,Longfellow,5080,0
